"","AÑO","MES","DIA","name","value","date","estacion","newSt"
"1",1997,9,18,"St_38",0.583305806396154,1997-09-18 12:00:00,"St_38",38
"2",1997,9,18,"St_39",0.583305806396154,1997-09-18 12:00:00,"St_39",39
"3",1997,9,18,"St_40",0.588565298325432,1997-09-18 12:00:00,"St_40",40
"4",1997,9,18,"St_41",0.793963999783985,1997-09-18 12:00:00,"St_41",41
"5",1997,9,18,"St_42",0.810840340979182,1997-09-18 12:00:00,"St_42",42
"6",1997,9,18,"St_43",0.887991688386961,1997-09-18 12:00:00,"St_43",43
"7",1997,9,18,"St_44",0.548907545963356,1997-09-18 12:00:00,"St_44",44
"8",1997,9,18,"St_45",0.593296666190908,1997-09-18 12:00:00,"St_45",45
"9",1997,9,18,"St_46",0.65675544113333,1997-09-18 12:00:00,"St_46",46
"10",1997,9,18,"St_47",0.87884532577936,1997-09-18 12:00:00,"St_47",47
"11",1997,9,18,"St_126",0.764374435662985,1997-09-18 12:00:00,"St_126",126
"12",1997,9,18,"St_127",0.647155594127812,1997-09-18 12:00:00,"St_127",127
"13",1997,9,18,"St_132",0.881438583489395,1997-09-18 12:00:00,"St_132",132
"14",1997,9,18,"St_133",0.661526407385317,1997-09-18 12:00:00,"St_133",133
"15",1997,9,18,"St_134",0.583305806396154,1997-09-18 12:00:00,"St_134",134
"16",1997,9,18,"St_135",0.583305806396154,1997-09-18 12:00:00,"St_135",135
"17",1997,9,18,"St_136",0.564828253781422,1997-09-18 12:00:00,"St_136",136
"18",1997,9,18,"St_137",0.796318561009459,1997-09-18 12:00:00,"St_137",137
"19",1997,9,18,"St_138",0.761518429652739,1997-09-18 12:00:00,"St_138",138
"20",1997,9,18,"St_139",0.735366779459253,1997-09-18 12:00:00,"St_139",139
"21",1997,9,18,"St_140",0.600883281382297,1997-09-18 12:00:00,"St_140",140
"22",1997,9,18,"St_141",0.5123953301725,1997-09-18 12:00:00,"St_141",141
"23",1997,9,18,"St_142",1.02529622948983,1997-09-18 12:00:00,"St_142",142
"24",1997,9,18,"St_143",0.727436139467876,1997-09-18 12:00:00,"St_143",143
"25",1997,9,18,"St_144",0.77294445210114,1997-09-18 12:00:00,"St_144",144
"26",1997,9,18,"St_145",0.716681765045498,1997-09-18 12:00:00,"St_145",145
"27",1997,9,18,"St_146",0.812262128313208,1997-09-18 12:00:00,"St_146",146
"28",1997,9,18,"St_147",NA,1997-09-18 12:00:00,"St_147",147
"29",1997,9,18,"St_148",0.855081387957151,1997-09-18 12:00:00,"St_148",148
"30",1997,9,18,"St_149",0.933474645110959,1997-09-18 12:00:00,"St_149",149
"31",1997,9,18,"St_150",0.875870634442065,1997-09-18 12:00:00,"St_150",150
"32",1997,9,18,"St_151",0.676808542910441,1997-09-18 12:00:00,"St_151",151
"33",1997,9,18,"St_152",0.591240373799849,1997-09-18 12:00:00,"St_152",152
"34",1997,9,18,"St_153",0.548907545963356,1997-09-18 12:00:00,"St_153",153
"35",1997,9,18,"St_154",1.00501413123441,1997-09-18 12:00:00,"St_154",154
"36",1997,10,3,"St_38",0.862650558253026,1997-10-03 12:00:00,"St_38",38
"37",1997,10,3,"St_39",0.900736574516344,1997-10-03 12:00:00,"St_39",39
"38",1997,10,3,"St_40",0.868146209860757,1997-10-03 12:00:00,"St_40",40
"39",1997,10,3,"St_41",0.753977922945717,1997-10-03 12:00:00,"St_41",41
"40",1997,10,3,"St_42",1.10478992251728,1997-10-03 12:00:00,"St_42",42
"41",1997,10,3,"St_43",NA,1997-10-03 12:00:00,"St_43",43
"42",1997,10,3,"St_44",0.714484418186249,1997-10-03 12:00:00,"St_44",44
"43",1997,10,3,"St_45",0.811409222920002,1997-10-03 12:00:00,"St_45",45
"44",1997,10,3,"St_46",0.95388101930703,1997-10-03 12:00:00,"St_46",46
"45",1997,10,3,"St_47",1.71018989384174,1997-10-03 12:00:00,"St_47",47
"46",1997,10,3,"St_126",0.964276118925096,1997-10-03 12:00:00,"St_126",126
"47",1997,10,3,"St_127",0.858085397623521,1997-10-03 12:00:00,"St_127",127
"48",1997,10,3,"St_132",0.903597494048571,1997-10-03 12:00:00,"St_132",132
"49",1997,10,3,"St_133",0.868146209860757,1997-10-03 12:00:00,"St_133",133
"50",1997,10,3,"St_134",0.900736574516344,1997-10-03 12:00:00,"St_134",134
"51",1997,10,3,"St_135",0.862650558253026,1997-10-03 12:00:00,"St_135",135
